allGfishSid	Sample	Value
id147	HKSta3May	12
id147	HKSta3Nov	0
id147	HKSW1Aug	451
id147	HKSW1Feb	0
id147	HKSW1May	0
id147	HKSW1Nov	0
id147	HKSW2Aug	1379
id147	HKSW2Feb	0
id147	HKSW2May	0
id147	HKSW2Nov	0
id147	HKSW3Aug	14
id147	HKSW3Feb	0
id147	HKSW3May	1
id147	HKSW3Nov	27
id147	LTCC1Aug	40
id147	LTCC1Feb	0
id147	LTCC1May	109
id147	LTCC1Nov	0
id147	LTCC2Aug	8
id147	LTCC2Feb	0
id147	LTCC2May	0
id147	LTCC2Nov	0
id147	LTCC3Aug	292
id147	LTCC3Feb	0
id147	LTCC3May	0
id147	LTCC3Nov	0
id147	LTCMW1Aug	7
id147	LTCMW1Feb	0
id147	LTCMW1May	0
id147	LTCMW1Nov	0
id147	LTCMW2Aug	0
id147	LTCMW2Feb	3
id147	LTCMW2May	0
id147	LTCMW2Nov	0
id147	LTCMW3Aug	104
id147	LTCMW3Feb	0
id147	LTCMW3May	1
id147	LTCMW3Nov	0
id147	LTPC1Aug	5
id147	LTPC1Feb	0
id147	LTPC1May	1
id147	LTPC1Nov	41
id147	LTPC2Aug	0
id147	LTPC2May	32
id147	LTPC2Nov	0
id147	LTPC3Aug	1
id147	LTPC3Feb	20
id147	LTPC3May	6328
id147	LTPC3Nov	0
id147	SKBlu1Aug	2594
id147	SKBlu1Feb	672
id147	SKBlu1May	24
id147	SKBlu1Nov	0
id147	SKBlu2Aug	19
id147	SKBlu2Feb	15
id147	SKBlu2May	6795
id147	SKBlu2Nov	27
id147	SKBlu3Aug	0
id147	SKBlu3Feb	9
id147	SKBlu3May	51
id147	SKBlu3Nov	0
id147	SKLKW1Aug	1658
id147	SKLKW1Feb	31
id147	SKLKW1May	221
id147	SKLKW1Nov	89
id147	SKLKW2Aug	33
id147	SKLKW2Feb	46
id147	SKLKW2May	279
id147	SKLKW2Nov	0
id147	SKLKW3Aug	12
id147	SKLKW3Feb	9
id147	SKLKW3May	1264
id147	SKLKW3Nov	0
id147	SKSha1Aug	0
id147	SKSha1Feb	2
id147	SKSha1May	1337
id147	SKSha1Nov	1
id147	SKSha2Aug	0
id147	SKSha2Feb	11
id147	SKSha2May	32982
id147	SKSha2Nov	0
id147	SKSha3Aug	0
id147	SKSha3Feb	4
id147	SKSha3May	5301
id147	SKSha3Nov	0
id148	HKBea1Aug	0
id148	HKBea1Feb	0
id148	HKBea1May	10
id148	HKBea1Nov	0
id148	HKBea2Aug	0
id148	HKBea2Feb	0
id148	HKBea2May	21
id148	HKBea2Nov	0
id148	HKBea3Aug	0
id148	HKBea3Feb	1
id148	HKBea3May	0
id148	HKBea3Nov	0
id148	HKSta1Aug	9
id148	HKSta1Feb	0
id148	HKSta1May	13
id148	HKSta1Nov	0
id148	HKSta2Aug	0
id148	HKSta2Feb	0
id148	HKSta2May	49
id148	HKSta2Nov	0
id148	HKSta3Aug	0
id148	HKSta3Feb	0
id148	HKSta3May	41
id148	HKSta3Nov	0
id148	HKSW1Aug	7
id148	HKSW1Feb	0
id148	HKSW1May	0
id148	HKSW1Nov	2
id148	HKSW2Aug	5
id148	HKSW2Feb	0
id148	HKSW2May	1
id148	HKSW2Nov	0
id148	HKSW3Aug	719
id148	HKSW3Feb	1
id148	HKSW3May	0
id148	HKSW3Nov	0
id148	LTCC1Aug	3
id148	LTCC1Feb	2
id148	LTCC1May	0
id148	LTCC1Nov	0
id148	LTCC2Aug	1
id148	LTCC2Feb	6
id148	LTCC2May	0
id148	LTCC2Nov	99
id148	LTCC3Aug	4
id148	LTCC3Feb	2
id148	LTCC3May	1
id148	LTCC3Nov	0
id148	LTCMW1Aug	5
id148	LTCMW1Feb	9
id148	LTCMW1May	0
id148	LTCMW1Nov	0
id148	LTCMW2Aug	3
id148	LTCMW2Feb	1144
id148	LTCMW2May	0
id148	LTCMW2Nov	0
id148	LTCMW3Aug	0
id148	LTCMW3Feb	3
id148	LTCMW3May	0
id148	LTCMW3Nov	0
id148	LTPC1Aug	0
id148	LTPC1Feb	3
id148	LTPC1May	0
id148	LTPC1Nov	0
id148	LTPC2Aug	1
id148	LTPC2May	0
id148	LTPC2Nov	0
id148	LTPC3Aug	0
id148	LTPC3Feb	0
id148	LTPC3May	0
id148	LTPC3Nov	0
id148	SKBlu1Aug	0
id148	SKBlu1Feb	1
id148	SKBlu1May	0
id148	SKBlu1Nov	0
id148	SKBlu2Aug	0
id148	SKBlu2Feb	0
id148	SKBlu2May	0
id148	SKBlu2Nov	0
id148	SKBlu3Aug	2
id148	SKBlu3Feb	0
id148	SKBlu3May	0
id148	SKBlu3Nov	0
id148	SKLKW1Aug	0
id148	SKLKW1Feb	10
id148	SKLKW1May	0
id148	SKLKW1Nov	0
id148	SKLKW2Aug	0
id148	SKLKW2Feb	0
id148	SKLKW2May	3
id148	SKLKW2Nov	0
id148	SKLKW3Aug	0
id148	SKLKW3Feb	0
id148	SKLKW3May	0
id148	SKLKW3Nov	0
id148	SKSha1Aug	6
id148	SKSha1Feb	20
id148	SKSha1May	0
id148	SKSha1Nov	0
id148	SKSha2Aug	741
id148	SKSha2Feb	24
id148	SKSha2May	0
id148	SKSha2Nov	0
id148	SKSha3Aug	0
id148	SKSha3Feb	3299
id148	SKSha3May	0
id148	SKSha3Nov	0
id149	HKBea1Aug	0
id149	HKBea1Feb	0
id149	HKBea1May	0
id149	HKBea1Nov	0
id149	HKBea2Aug	0
id149	HKBea2Feb	0
id149	HKBea2May	0
id149	HKBea2Nov	0
id149	HKBea3Aug	0
id149	HKBea3Feb	4
id149	HKBea3May	0
id149	HKBea3Nov	0
id149	HKSta1Aug	0
id149	HKSta1Feb	0
id149	HKSta1May	0
id149	HKSta1Nov	0
id149	HKSta2Aug	0
id149	HKSta2Feb	0
id149	HKSta2May	0
id149	HKSta2Nov	0
id149	HKSta3Aug	0
id149	HKSta3Feb	0
id149	HKSta3May	4
id149	HKSta3Nov	0
id149	HKSW1Aug	0
id149	HKSW1Feb	0
id149	HKSW1May	0
id149	HKSW1Nov	0
id149	HKSW2Aug	0
id149	HKSW2Feb	0
id149	HKSW2May	0
id149	HKSW2Nov	0
id149	HKSW3Aug	0
id149	HKSW3Feb	0
id149	HKSW3May	0
id149	HKSW3Nov	0
id149	LTCC1Aug	0
id149	LTCC1Feb	0
id149	LTCC1May	0
id149	LTCC1Nov	0
id149	LTCC2Aug	0
id149	LTCC2Feb	0
id149	LTCC2May	0
id149	LTCC2Nov	0
id149	LTCC3Aug	0
id149	LTCC3Feb	0
id149	LTCC3May	0
id149	LTCC3Nov	0
id149	LTCMW1Aug	0
id149	LTCMW1Feb	0
id149	LTCMW1May	0
id149	LTCMW1Nov	0
id149	LTCMW2Aug	0
id149	LTCMW2Feb	7
id149	LTCMW2May	0
id149	LTCMW2Nov	0
id149	LTCMW3Aug	0
id149	LTCMW3Feb	0
id149	LTCMW3May	0
id149	LTCMW3Nov	0
id149	LTPC1Aug	0
id149	LTPC1Feb	0
id149	LTPC1May	0
id149	LTPC1Nov	0
id149	LTPC2Aug	0
id149	LTPC2May	0
id149	LTPC2Nov	0
id149	LTPC3Aug	0
id149	LTPC3Feb	23
id149	LTPC3May	0
id149	LTPC3Nov	0
id149	SKBlu1Aug	0
id149	SKBlu1Feb	868
id149	SKBlu1May	0
id149	SKBlu1Nov	0
id149	SKBlu2Aug	0
id149	SKBlu2Feb	15
id149	SKBlu2May	0
id149	SKBlu2Nov	0
id149	SKBlu3Aug	0
id149	SKBlu3Feb	10
id149	SKBlu3May	0
id149	SKBlu3Nov	0
id149	SKLKW1Aug	0
id149	SKLKW1Feb	36
id149	SKLKW1May	0
id149	SKLKW1Nov	0
id149	SKLKW2Aug	0
id149	SKLKW2Feb	0
id149	SKLKW2May	0
id149	SKLKW2Nov	0
id149	SKLKW3Aug	0
id149	SKLKW3Feb	9
id149	SKLKW3May	0
id149	SKLKW3Nov	0
id149	SKSha1Aug	0
id149	SKSha1Feb	0
id149	SKSha1May	0
id149	SKSha1Nov	0
id149	SKSha2Aug	0
id149	SKSha2Feb	0
id149	SKSha2May	0
id149	SKSha2Nov	0
id149	SKSha3Aug	0
id149	SKSha3Feb	0
id149	SKSha3May	0
id149	SKSha3Nov	0
id15	HKBea1Aug	0
id15	HKBea1Feb	9
id15	HKBea1May	0
id15	HKBea1Nov	65
id15	HKBea2Aug	0
id15	HKBea2Feb	0
id15	HKBea2May	0
id15	HKBea2Nov	54
id15	HKBea3Aug	0
id15	HKBea3Feb	0
id15	HKBea3May	0
id15	HKBea3Nov	0
id15	HKSta1Aug	6
id15	HKSta1Feb	0
id15	HKSta1May	6
id15	HKSta1Nov	13
id15	HKSta2Aug	12
id15	HKSta2Feb	0
id15	HKSta2May	0
id15	HKSta2Nov	16
id15	HKSta3Aug	0
id15	HKSta3Feb	0
id15	HKSta3May	0
id15	HKSta3Nov	12
id15	HKSW1Aug	0
id15	HKSW1Feb	0
id15	HKSW1May	43
id15	HKSW1Nov	0
id15	HKSW2Aug	5
id15	HKSW2Feb	0
id15	HKSW2May	4
id15	HKSW2Nov	1
id15	HKSW3Aug	4
id15	HKSW3Feb	0
id15	HKSW3May	11
id15	HKSW3Nov	47
id15	LTCC1Aug	23
id15	LTCC1Feb	0
id15	LTCC1May	0
id15	LTCC1Nov	10
id15	LTCC2Aug	0
id15	LTCC2Feb	0
id15	LTCC2May	3
id15	LTCC2Nov	4
id15	LTCC3Aug	0
id15	LTCC3Feb	8
id15	LTCC3May	12
id15	LTCC3Nov	28
id15	LTCMW1Aug	0
id15	LTCMW1Feb	0
id15	LTCMW1May	7
id15	LTCMW1Nov	18
id15	LTCMW2Aug	6
id15	LTCMW2Feb	1
id15	LTCMW2May	0
id15	LTCMW2Nov	10
id15	LTCMW3Aug	0
id15	LTCMW3Feb	0
id15	LTCMW3May	0
id15	LTCMW3Nov	2
id15	LTPC1Aug	25
id15	LTPC1Feb	0
id15	LTPC1May	0
id15	LTPC1Nov	384
id15	LTPC2Aug	14
id15	LTPC2May	0
id15	LTPC2Nov	245
id15	LTPC3Aug	28
id15	LTPC3Feb	6
id15	LTPC3May	11
id15	LTPC3Nov	435
id15	SKBlu1Aug	79
id15	SKBlu1Feb	3
id15	SKBlu1May	12
id15	SKBlu1Nov	385
id15	SKBlu2Aug	387
id15	SKBlu2Feb	3
id15	SKBlu2May	7
id15	SKBlu2Nov	173
id15	SKBlu3Aug	111
id15	SKBlu3Feb	2
id15	SKBlu3May	3
id15	SKBlu3Nov	22
id15	SKLKW1Aug	69
id15	SKLKW1Feb	0
id15	SKLKW1May	67
id15	SKLKW1Nov	293
id15	SKLKW2Aug	133
id15	SKLKW2Feb	107
id15	SKLKW2May	141
id15	SKLKW2Nov	4153
id15	SKLKW3Aug	136
id15	SKLKW3Feb	3
id15	SKLKW3May	191
id15	SKLKW3Nov	1390
id15	SKSha1Aug	42
id15	SKSha1Feb	0
id15	SKSha1May	3
id15	SKSha1Nov	14
id15	SKSha2Aug	30
id15	SKSha2Feb	0
id15	SKSha2May	0
id15	SKSha2Nov	24
id15	SKSha3Aug	0
id15	SKSha3Feb	0
id15	SKSha3May	3
id15	SKSha3Nov	31
id150	HKBea1Aug	0
id150	HKBea1Feb	0
id150	HKBea1May	0
id150	HKBea1Nov	0
id150	HKBea2Aug	0
id150	HKBea2Feb	0
id150	HKBea2May	0
id150	HKBea2Nov	0
id150	HKBea3Aug	0
id150	HKBea3Feb	0
id150	HKBea3May	0
id150	HKBea3Nov	0
id150	HKSta1Aug	0
id150	HKSta1Feb	0
id150	HKSta1May	0
id150	HKSta1Nov	0
id150	HKSta2Aug	0
id150	HKSta2Feb	0
id150	HKSta2May	0
id150	HKSta2Nov	0
id150	HKSta3Aug	0
id150	HKSta3Feb	0
id150	HKSta3May	0
id150	HKSta3Nov	0
id150	HKSW1Aug	0
id150	HKSW1Feb	0
id150	HKSW1May	0
id150	HKSW1Nov	0
id150	HKSW2Aug	0
id150	HKSW2Feb	0
id150	HKSW2May	0
id150	HKSW2Nov	0
id150	HKSW3Aug	0
id150	HKSW3Feb	0
id150	HKSW3May	0
id150	HKSW3Nov	0
id150	LTCC1Aug	0
id150	LTCC1Feb	0
id150	LTCC1May	0
id150	LTCC1Nov	0
id150	LTCC2Aug	0
id150	LTCC2Feb	0
id150	LTCC2May	0
id150	LTCC2Nov	8
id150	LTCC3Aug	0
id150	LTCC3Feb	0
id150	LTCC3May	0
id150	LTCC3Nov	0
id150	LTCMW1Aug	0
id150	LTCMW1Feb	0
id150	LTCMW1May	0
id150	LTCMW1Nov	0
id150	LTCMW2Aug	0
id150	LTCMW2Feb	0
id150	LTCMW2May	0
id150	LTCMW2Nov	1905
id150	LTCMW3Aug	0
id150	LTCMW3Feb	0
id150	LTCMW3May	0
id150	LTCMW3Nov	0
id150	LTPC1Aug	0
id150	LTPC1Feb	0
id150	LTPC1May	0
id150	LTPC1Nov	0
id150	LTPC2Aug	0
id150	LTPC2May	0
id150	LTPC2Nov	0
id150	LTPC3Aug	0
id150	LTPC3Feb	0
id150	LTPC3May	0
id150	LTPC3Nov	0
id150	SKBlu1Aug	0
id150	SKBlu1Feb	0
id150	SKBlu1May	0
id150	SKBlu1Nov	0
id150	SKBlu2Aug	0
id150	SKBlu2Feb	0
id150	SKBlu2May	0
id150	SKBlu2Nov	0
id150	SKBlu3Aug	0
id150	SKBlu3Feb	0
id150	SKBlu3May	0
id150	SKBlu3Nov	0
id150	SKLKW1Aug	0
id150	SKLKW1Feb	0
id150	SKLKW1May	0
id150	SKLKW1Nov	0
id150	SKLKW2Aug	0
id150	SKLKW2Feb	0
id150	SKLKW2May	0
id150	SKLKW2Nov	0
id150	SKLKW3Aug	0
id150	SKLKW3Feb	0
id150	SKLKW3May	0
id150	SKLKW3Nov	0
id150	SKSha1Aug	1
id150	SKSha1Feb	0
id150	SKSha1May	0
id150	SKSha1Nov	0
id150	SKSha2Aug	0
id150	SKSha2Feb	0
id150	SKSha2May	0
id150	SKSha2Nov	0
id150	SKSha3Aug	0
id150	SKSha3Feb	0
id150	SKSha3May	0
id150	SKSha3Nov	0
id151	HKBea1Aug	0
id151	HKBea1Feb	0
id151	HKBea1May	0
id151	HKBea1Nov	0
id151	HKBea2Aug	0
id151	HKBea2Feb	0
id151	HKBea2May	0
id151	HKBea2Nov	0
id151	HKBea3Aug	0
id151	HKBea3Feb	0
id151	HKBea3May	0
id151	HKBea3Nov	0
id151	HKSta1Aug	0
id151	HKSta1Feb	0
id151	HKSta1May	0
id151	HKSta1Nov	0
id151	HKSta2Aug	0
id151	HKSta2Feb	2
id151	HKSta2May	0
id151	HKSta2Nov	0
id151	HKSta3Aug	0
id151	HKSta3Feb	0
id151	HKSta3May	0
id151	HKSta3Nov	0
id151	HKSW1Aug	0
id151	HKSW1Feb	0
id151	HKSW1May	0
id151	HKSW1Nov	0
id151	HKSW2Aug	0
id151	HKSW2Feb	0
id151	HKSW2May	1
id151	HKSW2Nov	0
id151	HKSW3Aug	0
id151	HKSW3Feb	8
id151	HKSW3May	0
id151	HKSW3Nov	0
id151	LTCC1Aug	0
id151	LTCC1Feb	555
id151	LTCC1May	0
id151	LTCC1Nov	0
id151	LTCC2Aug	0
id151	LTCC2Feb	8
id151	LTCC2May	0
id151	LTCC2Nov	0
id151	LTCC3Aug	0
id151	LTCC3Feb	5
id151	LTCC3May	0
id151	LTCC3Nov	0
id151	LTCMW1Aug	0
id151	LTCMW1Feb	7
id151	LTCMW1May	0
id151	LTCMW1Nov	0
id151	LTCMW2Aug	0
id151	LTCMW2Feb	37
id151	LTCMW2May	0
id151	LTCMW2Nov	0
id151	LTCMW3Aug	0
id151	LTCMW3Feb	6
id151	LTCMW3May	0
id151	LTCMW3Nov	0
id151	LTPC1Aug	0
id151	LTPC1Feb	10
id151	LTPC1May	0
id151	LTPC1Nov	0
id151	LTPC2Aug	0
id151	LTPC2May	0
id151	LTPC2Nov	0
id151	LTPC3Aug	0
id151	LTPC3Feb	12
id151	LTPC3May	0
id151	LTPC3Nov	0
id151	SKBlu1Aug	0
id151	SKBlu1Feb	0
id151	SKBlu1May	0
id151	SKBlu1Nov	0
id151	SKBlu2Aug	0
id151	SKBlu2Feb	0
id151	SKBlu2May	0
id151	SKBlu2Nov	0
id151	SKBlu3Aug	0
id151	SKBlu3Feb	0
id151	SKBlu3May	0
id151	SKBlu3Nov	0
id151	SKLKW1Aug	0
id151	SKLKW1Feb	0
id151	SKLKW1May	0
id151	SKLKW1Nov	0
id151	SKLKW2Aug	0
id151	SKLKW2Feb	0
id151	SKLKW2May	0
id151	SKLKW2Nov	0
id151	SKLKW3Aug	0
id151	SKLKW3Feb	0
id151	SKLKW3May	0
id151	SKLKW3Nov	0
id151	SKSha1Aug	0
id151	SKSha1Feb	0
id151	SKSha1May	0
id151	SKSha1Nov	0
id151	SKSha2Aug	0
id151	SKSha2Feb	37
id151	SKSha2May	0
id151	SKSha2Nov	0
id151	SKSha3Aug	0
id151	SKSha3Feb	0
id151	SKSha3May	0
id151	SKSha3Nov	0
id152	HKBea1Aug	0
id152	HKBea1Feb	0
id152	HKBea1May	0
id152	HKBea1Nov	0
id152	HKBea2Aug	37
id152	HKBea2Feb	0
id152	HKBea2May	0
id152	HKBea2Nov	0
id152	HKBea3Aug	0
id152	HKBea3Feb	0
id152	HKBea3May	0
id152	HKBea3Nov	44
id152	HKSta1Aug	0
id152	HKSta1Feb	30
id152	HKSta1May	0
id152	HKSta1Nov	78
id152	HKSta2Aug	0
id152	HKSta2Feb	0
id152	HKSta2May	0
id152	HKSta2Nov	0
id152	HKSta3Aug	0
id152	HKSta3Feb	0
id152	HKSta3May	0
id152	HKSta3Nov	21
id152	HKSW1Aug	0
id152	HKSW1Feb	0
id152	HKSW1May	0
id152	HKSW1Nov	0
id152	HKSW2Aug	0
id152	HKSW2Feb	0
id152	HKSW2May	0
id152	HKSW2Nov	0
id152	HKSW3Aug	0
id152	HKSW3Feb	0
id152	HKSW3May	0
id152	HKSW3Nov	0
id152	LTCC1Aug	0
id152	LTCC1Feb	0
id152	LTCC1May	0
id152	LTCC1Nov	0
id152	LTCC2Aug	0
id152	LTCC2Feb	0
id152	LTCC2May	1
id152	LTCC2Nov	0
id152	LTCC3Aug	0
id152	LTCC3Feb	0
id152	LTCC3May	0
id152	LTCC3Nov	0
id152	LTCMW1Aug	0
id152	LTCMW1Feb	0
id152	LTCMW1May	0
id152	LTCMW1Nov	0
id152	LTCMW2Aug	0
id152	LTCMW2Feb	0
id152	LTCMW2May	1
id152	LTCMW2Nov	0
id152	LTCMW3Aug	0
id152	LTCMW3Feb	0
id152	LTCMW3May	0
id152	LTCMW3Nov	0
id152	LTPC1Aug	0
id152	LTPC1Feb	0
id152	LTPC1May	0
id152	LTPC1Nov	0
id152	LTPC2Aug	0
id152	LTPC2May	1881
id152	LTPC2Nov	0
id152	LTPC3Aug	0
id152	LTPC3Feb	0
id152	LTPC3May	0
id152	LTPC3Nov	0
id152	SKBlu1Aug	0
id152	SKBlu1Feb	0
id152	SKBlu1May	42
id152	SKBlu1Nov	0
id152	SKBlu2Aug	0
id152	SKBlu2Feb	0
id152	SKBlu2May	0
id152	SKBlu2Nov	1
id152	SKBlu3Aug	0
id152	SKBlu3Feb	0
id152	SKBlu3May	0
id152	SKBlu3Nov	0
id152	SKLKW1Aug	0
id152	SKLKW1Feb	0
id152	SKLKW1May	0
id152	SKLKW1Nov	0
id152	SKLKW2Aug	0
id152	SKLKW2Feb	1
id152	SKLKW2May	0
id152	SKLKW2Nov	0
id152	SKLKW3Aug	0
id152	SKLKW3Feb	0
id152	SKLKW3May	0
id152	SKLKW3Nov	0
id152	SKSha1Aug	0
id152	SKSha1Feb	0
id152	SKSha1May	0
id152	SKSha1Nov	0
id152	SKSha2Aug	0
id152	SKSha2Feb	0
id152	SKSha2May	0
id152	SKSha2Nov	0
id152	SKSha3Aug	0
id152	SKSha3Feb	0
id152	SKSha3May	0
id152	SKSha3Nov	0
id153	HKBea1Aug	0
id153	HKBea1Feb	63
id153	HKBea1May	16
id153	HKBea1Nov	0
id153	HKBea2Aug	0
id153	HKBea2Feb	3
id153	HKBea2May	271
id153	HKBea2Nov	0
id153	HKBea3Aug	0
id153	HKBea3Feb	4611
id153	HKBea3May	8
id153	HKBea3Nov	0
id153	HKSta1Aug	0
id153	HKSta1Feb	0
id153	HKSta1May	76
id153	HKSta1Nov	0
id153	HKSta2Aug	0
id153	HKSta2Feb	36
id153	HKSta2May	17
id153	HKSta2Nov	0
id153	HKSta3Aug	0
id153	HKSta3Feb	0
id153	HKSta3May	45
id153	HKSta3Nov	0
id153	HKSW1Aug	0
id153	HKSW1Feb	7
id153	HKSW1May	0
id153	HKSW1Nov	0
id153	HKSW2Aug	0
id153	HKSW2Feb	287
id153	HKSW2May	2
id153	HKSW2Nov	0
id153	HKSW3Aug	0
id153	HKSW3Feb	229
id153	HKSW3May	8
id153	HKSW3Nov	0
id153	LTCC1Aug	0
id153	LTCC1Feb	866
id153	LTCC1May	0
id153	LTCC1Nov	0
id153	LTCC2Aug	0
id153	LTCC2Feb	464
id153	LTCC2May	0
id153	LTCC2Nov	0
id153	LTCC3Aug	0
id153	LTCC3Feb	1717
id153	LTCC3May	0
id153	LTCC3Nov	0
id153	LTCMW1Aug	0
id153	LTCMW1Feb	26
id153	LTCMW1May	0
id153	LTCMW1Nov	0
id153	LTCMW2Aug	0
id153	LTCMW2Feb	144
id153	LTCMW2May	0
id153	LTCMW2Nov	0
id153	LTCMW3Aug	0
id153	LTCMW3Feb	23
id153	LTCMW3May	0
id153	LTCMW3Nov	0
id153	LTPC1Aug	0
id153	LTPC1Feb	323
id153	LTPC1May	0
id153	LTPC1Nov	0
id153	LTPC2Aug	0
id153	LTPC2May	0
id153	LTPC2Nov	0
id153	LTPC3Aug	0
id153	LTPC3Feb	398
id153	LTPC3May	0
id153	LTPC3Nov	0
id153	SKBlu1Aug	0
id153	SKBlu1Feb	42
id153	SKBlu1May	0
id153	SKBlu1Nov	0
id153	SKBlu2Aug	0
id153	SKBlu2Feb	60
id153	SKBlu2May	0
id153	SKBlu2Nov	0
id153	SKBlu3Aug	0
id153	SKBlu3Feb	15493
id153	SKBlu3May	0
id153	SKBlu3Nov	0
id153	SKLKW1Aug	0
id153	SKLKW1Feb	277
id153	SKLKW1May	0
id153	SKLKW1Nov	0
id153	SKLKW2Aug	0
id153	SKLKW2Feb	0
id153	SKLKW2May	0
id153	SKLKW2Nov	0
id153	SKLKW3Aug	0
id153	SKLKW3Feb	42
id153	SKLKW3May	0
id153	SKLKW3Nov	0
id153	SKSha1Aug	0
id153	SKSha1Feb	11420
id153	SKSha1May	0
id153	SKSha1Nov	0
id153	SKSha2Aug	0
id153	SKSha2Feb	88
id153	SKSha2May	0
id153	SKSha2Nov	0
id153	SKSha3Aug	0
id153	SKSha3Feb	49
id153	SKSha3May	0
id153	SKSha3Nov	0
id154	HKBea1Aug	0
id154	HKBea1Feb	0
id154	HKBea1May	0
id154	HKBea1Nov	0
id154	HKBea2Aug	0
id154	HKBea2Feb	0
id154	HKBea2May	0
id154	HKBea2Nov	0
id154	HKBea3Aug	0
id154	HKBea3Feb	0
id154	HKBea3May	0
id154	HKBea3Nov	0
id154	HKSta1Aug	0
id154	HKSta1Feb	0
id154	HKSta1May	0
id154	HKSta1Nov	0
id154	HKSta2Aug	0
id154	HKSta2Feb	0
id154	HKSta2May	0
id154	HKSta2Nov	0
id154	HKSta3Aug	0
id154	HKSta3Feb	0
id154	HKSta3May	0
id154	HKSta3Nov	0
id154	HKSW1Aug	0
id154	HKSW1Feb	0
id154	HKSW1May	0
id154	HKSW1Nov	0
id154	HKSW2Aug	0
id154	HKSW2Feb	0
id154	HKSW2May	0
id154	HKSW2Nov	0
id154	HKSW3Aug	0
id154	HKSW3Feb	0
id154	HKSW3May	0
id154	HKSW3Nov	0
id154	LTCC1Aug	0
id154	LTCC1Feb	0
id154	LTCC1May	0
id154	LTCC1Nov	0
id154	LTCC2Aug	0
id154	LTCC2Feb	0
id154	LTCC2May	0
id154	LTCC2Nov	0
id154	LTCC3Aug	0
id154	LTCC3Feb	0
id154	LTCC3May	0
id154	LTCC3Nov	0
id154	LTCMW1Aug	0
id154	LTCMW1Feb	0
id154	LTCMW1May	0
id154	LTCMW1Nov	0
id154	LTCMW2Aug	0
id154	LTCMW2Feb	0
id154	LTCMW2May	0
id154	LTCMW2Nov	0
id154	LTCMW3Aug	0
id154	LTCMW3Feb	0
id154	LTCMW3May	0
id154	LTCMW3Nov	0
id154	LTPC1Aug	0
id154	LTPC1Feb	0
id154	LTPC1May	0
id154	LTPC1Nov	0
id154	LTPC2Aug	0
id154	LTPC2May	0
id154	LTPC2Nov	0
id154	LTPC3Aug	0
id154	LTPC3Feb	0
id154	LTPC3May	0
id154	LTPC3Nov	0
id154	SKBlu1Aug	0
id154	SKBlu1Feb	0
id154	SKBlu1May	0
id154	SKBlu1Nov	0
id154	SKBlu2Aug	723
id154	SKBlu2Feb	0
id154	SKBlu2May	0
id154	SKBlu2Nov	0
id154	SKBlu3Aug	0
id154	SKBlu3Feb	0
id154	SKBlu3May	0
id154	SKBlu3Nov	0
id154	SKLKW1Aug	3
id154	SKLKW1Feb	0
id154	SKLKW1May	0
id154	SKLKW1Nov	0
id154	SKLKW2Aug	1
id154	SKLKW2Feb	0
id154	SKLKW2May	0
id154	SKLKW2Nov	5
id154	SKLKW3Aug	2
id154	SKLKW3Feb	0
id154	SKLKW3May	0
id154	SKLKW3Nov	0
id154	SKSha1Aug	0
id154	SKSha1Feb	0
id154	SKSha1May	0
id154	SKSha1Nov	0
id154	SKSha2Aug	0
id154	SKSha2Feb	0
id154	SKSha2May	0
id154	SKSha2Nov	0
id154	SKSha3Aug	0
id154	SKSha3Feb	0
id154	SKSha3May	0
id154	SKSha3Nov	0
id155	HKBea1Aug	73
id155	HKBea1Feb	0
id155	HKBea1May	0
id155	HKBea1Nov	0
id155	HKBea2Aug	0
id155	HKBea2Feb	0
id155	HKBea2May	0
id155	HKBea2Nov	0
id155	HKBea3Aug	0
id155	HKBea3Feb	0
id155	HKBea3May	0
id155	HKBea3Nov	0
id155	HKSta1Aug	0
id155	HKSta1Feb	0
id155	HKSta1May	0
id155	HKSta1Nov	0
id155	HKSta2Aug	0
id155	HKSta2Feb	0
id155	HKSta2May	0
id155	HKSta2Nov	0
id155	HKSta3Aug	0
id155	HKSta3Feb	0
id155	HKSta3May	0
id155	HKSta3Nov	0
id155	HKSW1Aug	0
id155	HKSW1Feb	0
id155	HKSW1May	0
id155	HKSW1Nov	0
id155	HKSW2Aug	0
id155	HKSW2Feb	0
id155	HKSW2May	0
id155	HKSW2Nov	0
id155	HKSW3Aug	0
id155	HKSW3Feb	0
id155	HKSW3May	0
id155	HKSW3Nov	0
id155	LTCC1Aug	0
id155	LTCC1Feb	0
id155	LTCC1May	0
id155	LTCC1Nov	0
id155	LTCC2Aug	0
id155	LTCC2Feb	0
id155	LTCC2May	0
id155	LTCC2Nov	0
id155	LTCC3Aug	127
id155	LTCC3Feb	0
id155	LTCC3May	0
id155	LTCC3Nov	0
id155	LTCMW1Aug	0
id155	LTCMW1Feb	0
id155	LTCMW1May	0
id155	LTCMW1Nov	0
id155	LTCMW2Aug	0
id155	LTCMW2Feb	0
id155	LTCMW2May	0
id155	LTCMW2Nov	0
id155	LTCMW3Aug	0
id155	LTCMW3Feb	0
id155	LTCMW3May	0
id155	LTCMW3Nov	0
id155	LTPC1Aug	0
id155	LTPC1Feb	0
id155	LTPC1May	0
id155	LTPC1Nov	0
id155	LTPC2Aug	0
id155	LTPC2May	0
id155	LTPC2Nov	0
id155	LTPC3Aug	0
id155	LTPC3Feb	0
